,file,interval_idx,t_start_hours,t_end_hours,n_events,success,log_likelihood,mu,alphas,betas,ks_reject_khmaladze,ad_reject_khmaladze,cvm_reject_khmaladze,rejected_count_khmaladze,ks_reject_naive,ad_reject_naive,cvm_reject_naive,rejected_count_naive,ks_reject_exp,ad_reject_exp,cvm_reject_exp,rejected_count_exp
8_33,SG_20170124.csv.gz,33,8.25,8.483203092777778,596,True,2246.215586551683,0.14949369973662935,[1.19699628e+02 7.85324831e+02 2.50822146e-02],[2.21261305e+05 1.09526343e+03 3.07694927e-01],False,False,False,0,False,False,False,0,True,True,True,3
9_0,SG_20170120.csv.gz,0,0.0,0.25,508,True,1789.4480954448663,0.11703171762175917,[9.19342779e+01 6.86696097e+02 2.40870221e-02],[2.33952571e+05 9.84210829e+02 2.54425198e-01],False,False,False,0,False,False,False,0,True,True,True,3
9_1,SG_20170120.csv.gz,1,0.25,0.5,703,True,2535.2227629094414,0.17056802997919762,[1.46600861e+02 1.02603175e+03 3.05787281e-02],[2.09244435e+05 1.47407273e+03 3.60365806e-01],False,False,False,0,False,False,False,0,True,True,True,3
9_2,SG_20170120.csv.gz,2,0.5,0.75,529,True,1476.7539347587713,0.15185586341839505,[1.36422873e+02 7.46933108e+02 5.47174769e-02],[2.11699271e+05 1.23594262e+03 3.99627089e-01],False,False,False,0,False,False,False,0,True,True,True,3
9_3,SG_20170120.csv.gz,3,0.75,1.0,449,True,1332.3012537819668,0.09522101594613144,[6.02849589e+01 4.47589144e+02 3.01547782e-02],[2.04457472e+05 6.55599473e+02 2.38363556e-01],False,False,False,0,False,False,False,0,True,True,True,3
9_4,SG_20170120.csv.gz,4,1.0,1.25,520,True,1033.9625213201941,0.13111217231997155,[3.60196053e+01 2.47772824e+02 4.70189731e-02],[1.94758539e+05 4.08492469e+02 2.82599368e-01],False,False,False,0,False,False,False,0,True,True,True,3
9_5,SG_20170120.csv.gz,5,1.25,1.5,613,True,1422.1132538421589,0.14979463704667662,[2.69404791e+01 1.92580257e+02 4.04380538e-02],[2.05283418e+05 2.90843014e+02 3.43224894e-01],False,False,False,0,False,False,False,0,True,True,True,3
9_6,SG_20170120.csv.gz,6,1.5,1.75,523,True,1661.7449764529274,0.0941427376054132,[4.78674642e+01 3.87957737e+02 2.92753328e-02],[2.31601595e+05 5.54712024e+02 2.10570412e-01],False,False,False,0,False,False,False,0,True,True,True,3
9_7,SG_20170120.csv.gz,7,1.75,2.0,480,True,734.2358874626464,0.14212301696514518,[2.42160639e+01 1.35261434e+02 3.53522808e-02],[2.00767924e+05 2.22447949e+02 2.82276277e-01],False,False,False,0,False,False,False,0,True,True,True,3
9_8,SG_20170120.csv.gz,8,2.0,2.25,280,True,537.949238551731,0.09670451542098935,[5.92404325e+04 3.30105772e+01 4.06117883e-02],[1.84977284e+05 1.79986873e+02 2.15220147e-01],False,False,False,0,False,False,False,0,True,True,True,3
9_9,SG_20170120.csv.gz,9,2.25,2.5,311,True,656.4034353212387,0.09934767031955964,[4.62302627e+01 3.12085840e+02 1.59508344e-02],[2.21808829e+05 5.11194044e+02 1.56677888e-01],False,False,False,0,False,False,False,0,True,True,True,3
9_10,SG_20170120.csv.gz,10,2.5,2.75,377,True,890.8777007155313,0.07740302878008798,[2.86179813e+01 2.14530763e+02 3.05645812e-02],[2.20720372e+05 3.23093799e+02 2.01843570e-01],False,False,False,0,False,False,False,0,True,True,True,3
9_11,SG_20170120.csv.gz,11,2.75,3.0,4326,True,28008.11269137169,0.32547942800283214,[1.63143845e+05 7.75154839e+01 3.69003352e+00],[2.98559848e+05 7.63408875e+02 1.39104322e+01],False,False,False,0,False,False,False,0,True,True,True,3
9_12,SG_20170120.csv.gz,12,3.0,3.25,262,True,458.0770383497561,0.07240891963047473,[2.71957787e+01 1.57310071e+02 1.18592608e-02],[2.08304012e+05 2.38898568e+02 1.28031487e-01],False,False,False,0,False,False,False,0,True,True,True,3
9_13,SG_20170120.csv.gz,13,3.25,3.5,376,True,985.9030141580373,0.08987362240583663,[6.79537680e+01 4.78150212e+02 3.03832229e-02],[2.12678925e+05 7.54374470e+02 2.01494424e-01],False,False,False,0,False,False,False,0,True,True,True,3
9_14,SG_20170120.csv.gz,14,3.5,3.75,305,True,1032.2762060974705,0.06747941468312528,[1.25999611e+02 9.12599045e+02 2.50464994e-02],[2.21816049e+05 1.36698306e+03 1.88642470e-01],False,False,False,0,False,False,False,0,True,True,True,3
9_15,SG_20170120.csv.gz,15,3.75,4.0,295,True,700.5376319092479,0.0841900258087597,[2.26271965e+02 1.23788377e+03 5.41965735e-02],[2.04608962e+05 2.21070490e+03 2.95787248e-01],False,False,False,0,False,False,False,0,True,True,True,3
9_16,SG_20170120.csv.gz,16,4.0,4.25,417,True,1408.9900060237758,0.10167357566855029,[1.37501228e+02 9.40300476e+02 2.87697635e-02],[2.32865519e+05 1.41365021e+03 2.50132224e-01],False,False,False,0,False,False,False,0,True,True,True,3
9_17,SG_20170120.csv.gz,17,4.25,4.5,275,True,700.8457731262063,0.0743622912308343,[9.94389686e+01 6.04071954e+02 2.32302450e-02],[2.19653741e+05 9.65081945e+02 1.75581315e-01],False,False,False,0,False,False,False,0,True,True,True,3
9_18,SG_20170120.csv.gz,18,4.5,4.75,355,True,814.9794227743886,0.07696403945906911,[3.63926669e+01 1.97899486e+02 2.83910707e-02],[2.31891716e+05 2.92572334e+02 2.19495293e-01],False,False,False,0,False,False,False,0,True,True,True,3
9_19,SG_20170120.csv.gz,19,4.75,5.0,235,True,308.33629685956856,0.08120041859813334,[2.09113186e+01 1.44661273e+02 1.98706487e-02],[2.18739534e+05 2.48908157e+02 1.84439654e-01],False,False,False,0,False,False,False,0,True,True,True,3
9_20,SG_20170120.csv.gz,20,5.0,5.25,131,True,169.29017203806436,0.05587476704192272,[2.60808266e+04 2.46610493e-01 0.00000000e+00],[6.94125084e+04 1.02194102e+00 8.15116415e-02],False,False,False,0,False,False,False,0,False,True,False,1
9_21,SG_20170120.csv.gz,21,5.25,5.5,216,True,658.0916460646592,0.04885252890516355,[7.87331312e+01 5.78948669e+02 1.86369645e-02],[2.24159389e+05 8.57846830e+02 1.51555581e-01],True,False,False,1,False,False,False,0,True,True,True,3
9_22,SG_20170120.csv.gz,22,5.5,5.75,201,True,534.869983055982,0.050595384769081105,[9.15273066e+01 6.49003709e+02 1.47990231e-02],[2.22011635e+05 1.00083883e+03 1.18010156e-01],False,False,False,0,False,False,False,0,True,True,True,3
9_23,SG_20170120.csv.gz,23,5.75,6.0,167,True,309.30541374069423,0.04331555927688798,[5.25520170e+01 3.06177063e+02 2.16016989e-02],[1.76309138e+05 4.88831950e+02 1.54001819e-01],False,False,False,0,False,False,False,0,True,True,True,3
9_24,SG_20170120.csv.gz,24,6.0,6.25,302,True,574.5779338929256,0.06807598336402214,[2.81165516e+01 1.62810685e+02 2.80053395e-02],[2.16126307e+05 2.54952844e+02 1.76829246e-01],False,False,False,0,False,False,False,0,True,True,True,3
9_25,SG_20170120.csv.gz,25,6.25,6.5,312,True,529.7004093911122,0.0912966086082149,[6.08490118e+01 3.43420241e+02 5.25845000e-02],[2.12227643e+05 6.05066918e+02 3.11540480e-01],False,False,False,0,False,False,False,0,True,True,True,3
9_26,SG_20170120.csv.gz,26,6.5,6.75,813,True,2186.867379649677,0.17582837213215116,[1.29254020e+02 5.82290857e+02 3.28506962e-01],[2.21980598e+05 1.00653796e+03 1.44904626e+00],True,True,True,3,False,False,False,0,True,True,True,3
9_27,SG_20170120.csv.gz,27,6.75,7.0,1222,True,4663.12919784306,0.205212198186875,[8.75729768e+04 1.49268209e+01 3.99389993e-01],[2.17906998e+05 7.72200000e+01 1.57455195e+00],True,True,True,3,False,False,False,0,True,True,True,3
9_28,SG_20170120.csv.gz,28,7.0,7.25,144,True,347.54007916030525,0.05954979162180457,[5.22408956e+04 1.69057784e+00 7.09080078e-03],[1.22871340e+05 1.22703667e+01 1.11653792e-01],False,False,False,0,False,False,False,0,True,True,True,3
9_29,SG_20170120.csv.gz,29,7.25,7.5,155,True,201.79742626229708,0.057863227347136253,[3.63532092e+01 2.10506973e+02 8.47339089e-03],[2.02181735e+05 3.64351387e+02 9.79552366e-02],False,False,False,0,False,False,False,0,True,True,True,3
9_30,SG_20170120.csv.gz,30,7.5,7.75,304,True,582.1757653623354,0.09366527546264072,[3.45237127e+01 2.45184046e+02 1.97221533e-02],[2.12950551e+05 4.03149551e+02 1.72280197e-01],False,False,False,0,False,False,False,0,True,True,True,3
9_31,SG_20170120.csv.gz,31,7.75,8.0,260,True,686.3263774816617,0.06560546084221663,[6.21251094e+01 4.37199252e+02 2.02442819e-02],[2.43712866e+05 6.84664380e+02 1.49446599e-01],False,False,False,0,False,False,False,0,True,True,True,3
9_32,SG_20170120.csv.gz,32,8.0,8.25,320,True,1008.2071375469293,0.09491952891518751,[1.18857713e+02 8.08375224e+02 1.18675390e-02],[2.05078054e+05 1.23882324e+03 1.48535770e-01],False,False,False,0,False,False,False,0,True,True,True,3
9_33,SG_20170120.csv.gz,33,8.25,8.481760985833333,808,True,2972.2383094139473,0.17555436530767374,[9.75092520e+01 5.86727731e+02 5.31089849e-02],[2.13607906e+05 8.34075726e+02 4.62633173e-01],False,False,False,0,False,False,False,0,True,True,True,3
10_0,SG_20170118.csv.gz,0,0.0,0.25,838,True,3438.7890556607185,0.1395170683503522,[1.36834239e+02 1.03868812e+03 9.54099551e-02],[2.27485206e+05 1.47639427e+03 6.54692993e-01],False,False,False,0,False,False,False,0,True,True,True,3
10_1,SG_20170118.csv.gz,1,0.25,0.5,570,True,1976.359455938447,0.15225302174413535,[1.62170978e+02 1.05458781e+03 4.31333368e-02],[1.94480177e+05 1.60717668e+03 4.19532419e-01],False,False,False,0,False,False,False,0,True,True,True,3
10_2,SG_20170118.csv.gz,2,0.5,0.75,385,True,1124.504032990955,0.10331546984758402,[1.26234125e+02 7.51530805e+02 5.36497445e-02],[2.03719793e+05 1.19227895e+03 4.21397995e-01],False,False,True,1,False,False,False,0,True,True,True,3
10_3,SG_20170118.csv.gz,3,0.75,1.0,439,True,1263.6731542957277,0.09756578380496025,[1.02202859e+02 6.18296472e+02 5.39888596e-02],[1.91581986e+05 9.53864657e+02 3.57108506e-01],False,False,False,0,False,False,False,0,True,True,True,3
10_4,SG_20170118.csv.gz,4,1.0,1.25,286,True,499.0515494510543,0.12266032724029495,[4.81228884e+01 2.94823015e+02 3.79150292e-03],[2.14563010e+05 4.99803901e+02 1.59237217e-01],False,False,False,0,False,False,False,0,True,True,True,3
10_5,SG_20170118.csv.gz,5,1.25,1.5,200,True,268.3578886512206,0.06808432004494008,[4.36105503e+01 2.77119464e+02 2.26560940e-02],[2.02807150e+05 5.13951129e+02 1.46280437e-01],False,False,False,0,False,False,False,0,True,True,True,3
10_6,SG_20170118.csv.gz,6,1.5,1.75,230,True,210.29308605754292,0.11107884628246634,[ 17.7354764  120.44246357   0.        ],[2.02808676e+05 2.13065432e+02 1.17895524e-01],True,False,True,2,False,False,False,0,True,True,True,3
10_7,SG_20170118.csv.gz,7,1.75,2.0,146,True,241.6543436025049,0.04487551788073092,[7.14502344e+01 5.42138973e+02 1.93686644e-02],[2.08017258e+05 9.64263763e+02 1.19068150e-01],False,False,False,0,False,False,False,0,True,True,True,3
10_8,SG_20170118.csv.gz,8,2.0,2.25,316,True,581.4894996719678,0.11304347227441038,[5.40956530e+01 3.40232085e+02 2.19879893e-02],[2.18876692e+05 5.82718584e+02 2.32605242e-01],False,False,False,0,False,False,False,0,True,True,True,3
10_9,SG_20170118.csv.gz,9,2.25,2.5,305,True,745.5913176576462,0.07470573583415138,[6.06119224e+01 3.86003893e+02 3.14146852e-02],[2.16191458e+05 6.03104021e+02 2.24414985e-01],False,False,False,0,False,False,False,0,True,True,True,3
10_10,SG_20170118.csv.gz,10,2.5,2.75,224,True,112.20554398230217,0.08333802885877005,[1.23934631e+01 7.55639100e+01 2.31451211e-02],[2.09252049e+05 1.43939516e+02 1.64487019e-01],False,False,False,0,False,False,False,0,True,True,True,3
10_11,SG_20170118.csv.gz,11,2.75,3.0,320,True,911.3701257217866,0.08763789784337071,[9.22210349e+01 6.53754952e+02 1.78803453e-02],[2.17534864e+05 1.00309757e+03 1.71902624e-01],False,False,False,0,False,False,False,0,True,True,True,3
10_12,SG_20170118.csv.gz,12,3.0,3.25,187,True,433.83309424501897,0.052133674473099384,[7.64151817e+01 5.17015574e+02 1.38869514e-02],[2.16087347e+05 8.27607296e+02 1.11822714e-01],False,False,False,0,False,False,False,0,True,True,True,3
10_13,SG_20170118.csv.gz,13,3.25,3.5,132,True,175.140687901409,0.048495775521748496,[6.11036182e+01 3.72411847e+02 7.86966440e-03],[1.80310261e+05 6.41745586e+02 8.69748353e-02],False,False,False,0,False,False,False,0,True,True,True,3
10_14,SG_20170118.csv.gz,14,3.5,3.75,165,True,246.9545944506272,0.055126972934663045,[1.32804410e+02 7.60770494e+02 2.87613458e-02],[1.72793118e+05 1.44237750e+03 1.68178220e-01],False,False,False,0,False,False,False,0,True,True,True,3
10_15,SG_20170118.csv.gz,15,3.75,4.0,311,True,982.465568265149,0.06346180719446445,[5.77578167e+01 4.71334181e+02 1.83210696e-02],[2.15750482e+05 6.76982379e+02 1.51593723e-01],False,False,False,0,False,False,False,0,True,True,True,3
10_16,SG_20170118.csv.gz,16,4.0,4.25,275,True,530.0848090944934,0.0607038444916704,[2.62386941e+01 1.72485015e+02 2.27657601e-02],[1.94481936e+05 2.65906304e+02 1.45115657e-01],False,False,False,0,False,False,False,0,True,True,True,3
10_17,SG_20170118.csv.gz,17,4.25,4.5,216,True,433.15180547247286,0.055802373689460574,[2.82715748e+01 1.99907229e+02 9.60834329e-03],[2.10735955e+05 3.05363001e+02 8.36486212e-02],False,False,False,0,False,False,False,0,True,True,True,3
10_18,SG_20170118.csv.gz,18,4.5,4.75,293,True,664.118406642966,0.07493006944775508,[8.78979849e+01 6.70487133e+02 2.19372105e-02],[1.97665395e+05 1.06512415e+03 1.55124880e-01],False,False,False,0,False,False,False,0,True,True,True,3
10_19,SG_20170118.csv.gz,19,4.75,5.0,271,True,702.3592747714085,0.06468976217762301,[1.24420711e+02 7.46400612e+02 4.64294593e-02],[2.13329917e+05 1.18857124e+03 2.95378249e-01],False,False,False,0,False,False,False,0,True,True,True,3
10_20,SG_20170118.csv.gz,20,5.0,5.25,325,True,859.8041422116883,0.10384690515337187,[1.41780209e+02 1.03362530e+03 2.72744688e-02],[2.17690239e+05 1.70069879e+03 2.61194058e-01],False,False,False,0,False,False,False,0,True,True,True,3
10_21,SG_20170118.csv.gz,21,5.25,5.5,227,True,465.9229382982775,0.07036905086436815,[4.67525303e+01 2.89680985e+02 1.02327635e-02],[2.14966828e+05 4.51752463e+02 1.25183626e-01],False,False,False,0,False,False,False,0,True,True,True,3
10_22,SG_20170118.csv.gz,22,5.5,5.75,189,True,314.60188288306495,0.07762414738181639,[3.61552903e+02 1.54388456e+03 3.13135032e-02],[1.83616550e+05 2.99282332e+03 2.71417175e-01],False,False,False,0,False,False,False,0,True,True,True,3
10_23,SG_20170118.csv.gz,23,5.75,6.0,231,True,487.2451095336851,0.06271321549601548,[2.52854490e+01 1.90883772e+02 7.75322972e-03],[2.09637796e+05 2.86403662e+02 8.69872206e-02],False,False,False,0,False,False,False,0,True,True,True,3
10_24,SG_20170118.csv.gz,24,6.0,6.25,176,True,218.70085750414552,0.0463664797429445,[1.40447602e+01 7.94014844e+01 1.33171791e-02],[2.15182921e+05 1.22951182e+02 1.13275261e-01],False,False,False,0,False,False,False,0,True,True,True,3
10_25,SG_20170118.csv.gz,25,6.25,6.5,401,True,1545.1605841116104,0.07342477197884457,[3.76307863e+02 2.10293198e+03 8.05823471e-02],[2.02153447e+05 3.11169792e+03 5.11289578e-01],False,False,False,0,False,False,False,0,True,True,True,3
10_26,SG_20170118.csv.gz,26,6.5,6.75,731,True,2693.1497208301143,0.16814657005745068,[1.84470988e+02 1.16043376e+03 5.33883230e-02],[2.16946512e+05 1.70121052e+03 4.85533113e-01],False,False,False,0,False,False,False,0,True,True,True,3
10_27,SG_20170118.csv.gz,27,6.75,7.0,428,True,1273.3537947420311,0.11973072861793492,[1.44206045e+02 9.58140853e+02 4.65695431e-02],[2.10453992e+05 1.56284149e+03 3.43096695e-01],False,False,False,0,False,False,False,0,True,True,True,3
10_28,SG_20170118.csv.gz,28,7.0,7.25,371,True,907.5305964512529,0.1289621580120585,[9.07847935e+01 6.14844163e+02 2.04836102e-02],[2.15266029e+05 1.01493467e+03 2.52533005e-01],False,False,False,0,False,False,False,0,True,True,True,3
10_29,SG_20170118.csv.gz,29,7.25,7.5,440,True,805.4423959324032,0.16988590226341904,[1.67605217e+02 8.70386034e+02 5.47271515e-02],[1.77934660e+05 1.67895707e+03 4.10632327e-01],False,False,False,0,False,False,False,0,True,True,True,3
10_30,SG_20170118.csv.gz,30,7.5,7.75,491,True,1808.959566785482,0.1212445427325974,[1.70076738e+02 1.19697376e+03 2.78338917e-02],[2.04838537e+05 1.75325580e+03 2.83755234e-01],False,False,False,0,False,False,False,0,True,True,True,3
10_31,SG_20170118.csv.gz,31,7.75,8.0,347,True,1073.056740857554,0.07267536354739074,[1.78760136e+02 1.03294563e+03 6.80598839e-02],[2.08039861e+05 1.63207894e+03 3.82761178e-01],False,False,False,0,False,False,False,0,True,True,True,3
10_32,SG_20170118.csv.gz,32,8.0,8.25,311,True,707.399101337183,0.08941119450951704,[7.43168301e+01 4.22333530e+02 4.03329300e-02],[2.10331004e+05 6.99840593e+02 2.91346183e-01],False,False,False,0,False,False,False,0,True,True,True,3
10_33,SG_20170118.csv.gz,33,8.25,8.482718966944445,483,True,1902.7630592426872,0.10075917998104647,[1.57631058e+02 9.87335162e+02 2.82757309e-02],[2.02458213e+05 1.37185153e+03 2.55950485e-01],True,False,True,2,False,False,False,0,True,True,True,3
11_0,SG_20170130.csv.gz,0,0.0,0.25,593,True,2009.227241379882,0.11036647313863832,[1.08010460e+02 7.07696356e+02 7.01767353e-02],[2.07156711e+05 1.03131248e+03 4.77759687e-01],False,False,False,0,False,False,False,0,True,True,True,3
11_1,SG_20170130.csv.gz,1,0.25,0.5,944,True,3168.2729776366496,0.20132490752970605,[8.15681232e+01 6.37950705e+02 6.50408223e-02],[2.16011635e+05 9.47421767e+02 4.83765954e-01],False,False,False,0,False,False,False,0,True,True,True,3
11_2,SG_20170130.csv.gz,2,0.5,0.75,1062,True,4157.544049189823,0.20881852055503639,[1.10948055e+02 8.00413125e+02 8.01381543e-02],[2.26974082e+05 1.13453724e+03 6.83418017e-01],False,False,False,0,False,False,False,0,True,True,True,3
11_3,SG_20170130.csv.gz,3,0.75,1.0,514,True,1410.6451990325445,0.1306748258654642,[1.13539663e+02 7.26262919e+02 4.90567469e-02],[2.07171701e+05 1.12733305e+03 3.87177275e-01],False,False,False,0,False,False,False,0,True,True,True,3
11_4,SG_20170130.csv.gz,4,1.0,1.25,321,True,653.0897487224624,0.11779436021670346,[8.45357330e+01 4.96823927e+02 2.99174543e-02],[2.12029539e+05 8.64133009e+02 3.16981498e-01],False,False,False,0,False,False,False,0,True,True,True,3
11_5,SG_20170130.csv.gz,5,1.25,1.5,335,True,943.4914967616949,0.07616471231054625,[1.16500320e+02 6.75930297e+02 4.90533095e-02],[2.09827052e+05 1.02545642e+03 3.57439051e-01],False,False,False,0,False,False,False,0,True,True,True,3
11_6,SG_20170130.csv.gz,6,1.5,1.75,315,True,867.6584812084766,0.07715509839117202,[1.21918075e+02 7.75835729e+02 2.08935019e-02],[2.23802347e+05 1.17185511e+03 1.77077495e-01],False,False,False,0,False,False,False,0,True,True,True,3
11_7,SG_20170130.csv.gz,7,1.75,2.0,465,True,1613.0113139280725,0.11448789108640514,[1.14995695e+02 8.37825128e+02 2.31524075e-02],[2.19495962e+05 1.23103848e+03 2.37373394e-01],False,False,False,0,False,False,False,0,True,True,True,3
11_8,SG_20170130.csv.gz,8,2.0,2.25,313,True,704.6425777968558,0.08586419412304377,[1.05874858e+02 6.15348572e+02 3.16588037e-02],[2.04950638e+05 1.00452781e+03 2.25979818e-01],False,False,False,0,False,False,False,0,True,True,True,3
11_9,SG_20170130.csv.gz,9,2.25,2.5,145,True,97.75195620669658,0.04780215234360305,[3.60472770e+01 2.05322843e+02 1.91749152e-02],[1.94716863e+05 3.88089929e+02 1.09512629e-01],False,False,False,0,False,False,False,0,True,True,True,3
11_10,SG_20170130.csv.gz,10,2.5,2.75,267,True,812.816311531627,0.07306850636437999,[1.45047349e+02 9.38559354e+02 8.89352954e-03],[2.09447293e+05 1.37155914e+03 1.28668594e-01],False,False,False,0,False,False,False,0,True,True,True,3
11_11,SG_20170130.csv.gz,11,2.75,3.0,258,True,768.6178584867663,0.059580128786670336,[1.18138705e+02 8.61545129e+02 2.34276573e-02],[2.17333693e+05 1.30109167e+03 1.80895703e-01],False,False,False,0,False,False,False,0,True,True,True,3
11_12,SG_20170130.csv.gz,12,3.0,3.25,190,True,423.09554908277323,0.05758751416005285,[1.48657743e+02 9.42461474e+02 3.83460315e-02],[2.02351250e+05 1.60573697e+03 2.74567531e-01],False,False,False,0,False,False,False,0,True,True,True,3
11_13,SG_20170130.csv.gz,13,3.25,3.5,252,True,654.8394126917539,0.056390011234801696,[8.16315146e+01 4.91209554e+02 2.61701431e-02],[2.03703988e+05 7.49440150e+02 1.82472999e-01],False,False,False,0,False,False,False,0,True,True,True,3
11_14,SG_20170130.csv.gz,14,3.5,3.75,192,True,341.58294339617714,0.051061884588876665,[1.29268557e+02 7.45076234e+02 4.59565391e-02],[2.05644994e+05 1.32648999e+03 2.30011498e-01],False,False,False,0,False,False,False,0,True,True,True,3
11_15,SG_20170130.csv.gz,15,3.75,4.0,265,True,360.1064754087404,0.07724966367733135,[1.27187793e+01 8.53963589e+01 1.26261350e-02],[2.11330243e+05 1.35013464e+02 1.20228007e-01],False,False,False,0,False,False,False,0,True,True,True,3
11_16,SG_20170130.csv.gz,16,4.0,4.25,250,True,673.6344204799223,0.05037543309985264,[3.83577279e+01 3.58457567e+02 1.95387858e-02],[2.39285060e+05 5.36056786e+02 1.28871711e-01],False,False,False,0,False,False,False,0,True,True,True,3
11_17,SG_20170130.csv.gz,17,4.25,4.5,264,True,665.4299471632031,0.06244183525687329,[1.33424315e+02 7.87751559e+02 5.76803397e-02],[1.99277089e+05 1.27925087e+03 3.36972580e-01],False,False,False,0,False,False,False,0,True,True,True,3
11_18,SG_20170130.csv.gz,18,4.5,4.75,322,True,1064.672374688132,0.06899133164712204,[2.04240604e+02 1.19830400e+03 2.46563401e-02],[1.94842395e+05 1.77679485e+03 1.86168874e-01],False,False,False,0,False,False,False,0,True,True,True,3
11_19,SG_20170130.csv.gz,19,4.75,5.0,212,True,385.4970540335545,0.049629486652948133,[2.36654296e+01 1.47855448e+02 1.61821033e-02],[2.11715287e+05 2.22450446e+02 1.21722881e-01],False,False,False,0,False,False,False,0,True,True,True,3
11_20,SG_20170130.csv.gz,20,5.0,5.25,238,True,630.1806018173286,0.04898415439071636,[1.15118270e+02 6.78654938e+02 5.01465932e-02],[2.10715783e+05 1.05386495e+03 2.94873178e-01],False,False,False,0,False,False,False,0,True,True,True,3
11_21,SG_20170130.csv.gz,21,5.25,5.5,283,True,902.3676846211329,0.07649568136109328,[4.16042892e+01 4.34854452e+02 7.52012442e-03],[2.47808841e+05 6.23548831e+02 1.26763781e-01],False,False,False,0,False,False,False,0,True,True,True,3
11_22,SG_20170130.csv.gz,22,5.5,5.75,207,True,356.58196231884847,0.061295233939797016,[5.65391474e+01 3.46008072e+02 1.99029166e-02],[2.14743976e+05 5.85647486e+02 1.37894029e-01],False,False,False,0,False,False,False,0,True,True,True,3
11_23,SG_20170130.csv.gz,23,5.75,6.0,202,True,475.03812054631334,0.05655028440271087,[1.25487516e+02 7.08579164e+02 1.56751956e-02],[2.18919495e+05 1.14042301e+03 1.24009894e-01],False,False,False,0,False,False,False,0,True,True,True,3
11_24,SG_20170130.csv.gz,24,6.0,6.25,381,True,1140.1069717857474,0.08004115618990669,[6.07046310e+01 4.73732174e+02 1.86956046e-02],[2.14424518e+05 6.91589293e+02 1.48630060e-01],False,False,False,0,False,False,False,0,True,True,True,3
11_25,SG_20170130.csv.gz,25,6.25,6.5,451,True,1739.6701907663564,0.09731188619863691,[1.43895207e+02 9.95808378e+02 2.44139852e-02],[2.23672306e+05 1.39872704e+03 2.61969759e-01],False,False,False,0,False,False,False,0,True,True,True,3
11_26,SG_20170130.csv.gz,26,6.5,6.75,588,True,2026.4757341104387,0.09335712509862547,[1.39273239e+02 8.90550695e+02 8.08708157e-02],[2.33991340e+05 1.29888612e+03 4.70708782e-01],False,False,False,0,False,False,False,0,True,True,True,3
11_27,SG_20170130.csv.gz,27,6.75,7.0,942,True,3213.445888437463,0.2149715825749607,[1.29568959e+02 8.63516583e+02 9.59894491e-02],[2.22629135e+05 1.31926786e+03 6.87051083e-01],False,False,False,0,False,False,False,0,True,True,True,3
11_28,SG_20170130.csv.gz,28,7.0,7.25,927,True,2764.243108107558,0.20067263015018477,[1.22146651e+02 6.96430318e+02 1.33670184e-01],[2.16215073e+05 1.10122771e+03 7.76172921e-01],False,False,False,0,False,False,False,0,True,True,True,3
11_29,SG_20170130.csv.gz,29,7.25,7.5,620,True,1759.1299871143262,0.17947781334183074,[1.30471381e+02 7.45328344e+02 4.71699603e-02],[2.02911100e+05 1.19114698e+03 4.15897131e-01],False,False,False,0,False,False,False,0,True,True,True,3
11_30,SG_20170130.csv.gz,30,7.5,7.75,685,True,2027.5484719030069,0.17740122982167622,[1.04380494e+02 6.87249564e+02 5.12270472e-02],[2.05960055e+05 1.07040215e+03 4.11079177e-01],False,False,False,0,False,False,False,0,True,True,True,3
11_31,SG_20170130.csv.gz,31,7.75,8.0,835,True,3015.039477241375,0.19834054834766815,[1.61793669e+02 9.77062150e+02 4.98363227e-02],[2.29677789e+05 1.42022246e+03 5.10068125e-01],False,False,False,0,False,False,False,0,True,True,True,3
11_32,SG_20170130.csv.gz,32,8.0,8.25,804,True,2794.2590845328637,0.19541851098091623,[1.35443846e+02 8.58122406e+02 4.72247484e-02],[2.04290627e+05 1.26222424e+03 4.66902742e-01],False,False,False,0,False,False,False,0,True,True,True,3
11_33,SG_20170130.csv.gz,33,8.25,8.481685744722222,725,True,2538.091324596643,0.1694202005343487,[7.84657395e+01 5.52957044e+02 2.67699689e-02],[2.09455722e+05 7.70292636e+02 3.07453174e-01],False,False,False,0,False,False,False,0,True,True,True,3
